period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
71,1775090319.9754224,1775090349.9754224,0,5,0,1,0,0,1,0,0,0,0.03333333333333333,0.0,29.7,0.0,0.0,0.0,0.0,0.0,122982,0,0,0.0,100.0,0,0.0,47,47,0,0.0,0.0,0,0
72,1775090349.9754224,1775090379.9754224,37,3,15,21,21,21,0,37,37,0,0.7,75481.53333333334,268.8,1.815482741310483,1.370224952697754,4.353743076324463,4.528982067108155,0.9667514843087363,119409,0,0,245.5957190990448,79.5336900750796,75264,81.84517258689517,12,12,0,40.51016575303571,90.39120721817017,2,35
73,1775090379.9754224,1775090409.9754224,45,7,13,45,16,16,29,45,37,8,1.5,71910.63333333333,340.0,1.0285727712843153,0.8652552366256714,2.483120310306548,3.084055206775664,0.9980413686678339,119398,0,0,173.74703121185303,88.86236979411198,4224,89.71427228715685,0,0,0,21.603802586501498,120.51279282569885,6,39
74,1775090409.9754224,1775090439.9754224,38,14,16,51,20,20,31,38,24,14,1.7,91210.63333333333,529.5,4.473747043609619,5.0741143226623535,7.490966176986694,7.5625795650482175,0.9536287492396238,119861,0,0,276.0421895980835,82.3049878462767,126848,55.262529563903804,0,0,0,0.059779313477602875,0.4576427936553955,2,36
75,1775090439.9754224,1775090469.9754224,45,6,12,41,18,18,23,45,31,14,1.3666666666666667,80772.4,358.76666666666665,3.273547373319927,2.1429266929626465,9.34685113430023,9.605816226005555,0.9319965126416739,120751,0,0,209.4084391593933,86.31317391115077,164736,67.26452626680073,0,0,0,0.011405234535535177,0.08953976631164551,4,41
76,1775090469.9754224,1775090499.9754224,44,7,13,41,11,10,31,44,30,14,1.3666666666666667,54044.5,485.06666666666666,2.519058036804199,2.4878556728363037,4.556761813163757,4.970033087730407,0.9546728787460023,121009,0,0,243.96102261543274,84.05483512317433,73472,74.80941963195801,0,0,0,0.013770783819803378,0.08932089805603027,4,40
77,1775090499.9754224,1775090529.9754224,45,6,16,45,15,15,30,45,30,15,1.5,55130.0,508.03333333333336,3.401549533009529,3.2170565128326416,5.650807797908783,5.762596404552459,0.9682564261381232,122901,0,0,290.1825249195099,81.03382190068564,52480,65.98450466990471,0,0,0,0.019763210084703234,0.34106898307800293,5,40
78,1775090529.9754224,1775090559.9754224,40,11,17,48,17,17,31,40,26,14,1.6,79505.83333333333,552.7666666666667,2.560200872875395,2.7680861949920654,4.321904182434082,4.359152603149414,0.9795222758990875,118897,0,0,305.0838294029236,80.05988043118147,48832,74.39799127124604,0,0,0,0.01409018871396087,0.0903775691986084,3,37
79,1775090559.9754224,1775090589.9754224,40,9,8,36,6,6,30,40,30,10,1.2,37479.36666666667,447.9,0.9768823782602946,0.9502196311950684,1.6047273635864254,1.8433022689819336,0.9988613720466838,118593,0,0,104.33312940597534,92.90250820367515,1280,90.23117621739706,0,0,0,0.012385374969906278,0.07751250267028809,3,37
80,1775090589.9754224,1775090619.9754224,40,9,11,42,15,15,27,40,27,13,1.4,51291.7,537.2666666666667,1.3067860762278238,1.0560798645019531,2.420151329040527,2.6798779678344724,0.9680895323681145,119022,0,0,187.79222798347473,87.22501850452554,49088,86.93213923772177,0,0,0,0.01564612842741467,0.08962154388427734,0,40
81,1775090619.9754224,1775090649.9754224,42,7,8,29,8,8,21,42,23,19,0.9666666666666667,23146.733333333334,480.06666666666666,1.871802568435669,1.25684654712677,4.769263839721679,5.139234657287597,0.7994652406417112,121369,0,0,95.16424226760864,93.52624202261165,139200,81.28197431564331,0,0,0,0.02330826174828314,0.09538459777832031,1,41
82,1775090649.9754224,1775090679.9754224,38,10,15,46,16,16,30,38,26,12,1.5333333333333334,70061.93333333333,588.0666666666667,2.6614583200878568,2.9173476696014404,5.664888703823084,8.599984805583947,0.9923857094995888,121941,0,0,316.4713280200958,78.0228244430489,16000,73.38541679912144,0,0,0,0.12300098510015578,3.706146717071533,1,37
83,1775090679.9754224,1775090709.9754224,34,12,8,35,8,8,27,34,23,11,1.1666666666666667,26965.933333333334,423.6666666666667,0.6143782403733995,0.6259157657623291,0.9311333656311035,0.9658432197570801,0.9952516619183286,126336,0,0,105.86920261383057,92.3283186511717,3840,93.856217596266,0,0,0,0.027348526062503938,0.10020184516906738,1,33
84,1775090709.9754224,1775090739.9754224,8,9,9,39,9,9,30,8,4,4,1.3,33441.3,690.7,0.6785266929202609,0.6359751224517822,1.0752116203308104,1.1235891532897948,1.0,123577,0,0,68.93745803833008,86.48285136503333,0,93.21473307079738,29,29,0,0.00031592295720027044,0.002580404281616211,1,7
85,1775090739.9754224,1775090769.9754224,2,7,5,15,7,7,8,2,2,0,0.5,30075.133333333335,382.56666666666666,1.2208800613880157,0.7935670614242554,3.3022297263145433,4.1246303248405445,0.8817936710657017,122894,0,0,58.60414361953735,78.29476162239357,106624,87.79119938611984,37,37,0,13.410822100109524,30.191604375839233,0,2
86,1775090769.9754224,1775090799.9754224,3,8,14,27,25,25,2,3,3,0,0.9,96984.4,271.9,1.9764006423950196,0.7287387847900391,5.853422689437866,7.628176364898677,0.9268206820682068,123980,0,0,233.16394639015198,29.344258669650912,212864,80.23599357604981,36,36,0,17.253456609589712,60.57700157165527,0,3
87,1775090799.9754224,1775090829.9754224,32,6,9,15,12,12,3,32,32,0,0.5,53100.066666666666,249.5,1.9540109435717266,1.4918091297149658,3.4154095172882077,3.447986879348755,0.9699807104967048,122757,0,0,113.66523504257202,90.02936534714281,47808,80.45989056428274,9,9,0,44.552680763331324,90.57710576057434,0,32
88,1775090829.9754224,1775090859.9754224,37,10,11,40,19,19,21,37,26,11,1.3333333333333333,76412.56666666667,430.9,1.0627693502526534,0.8172390460968018,2.019569373130792,4.129725260734559,0.9958667299690005,123411,0,0,227.44772267341614,83.86895583876482,9472,89.37230649747347,0,0,0,12.078565014733208,120.62893223762512,3,34
89,1775090859.9754224,1775090889.9754224,38,8,14,43,16,16,27,38,28,10,1.4333333333333333,58446.03333333333,524.8,2.6316064331266613,3.2735079526901245,3.7987018585205075,4.008652610778808,0.9429353778751369,125418,0,0,209.96534872055054,84.78511965793112,100032,73.6839356687334,0,0,0,5.6112771305170925,120.70666480064392,1,37
90,1775090889.9754224,1775090919.9754224,10,10,9,42,8,8,34,10,6,4,1.4,33264.333333333336,639.0333333333333,1.15510008070204,0.7622339725494385,3.103084039688109,4.168719186782837,0.8983898903072679,122939,0,0,107.32129287719727,82.11311785380046,101376,88.4489991929796,25,25,0,0.0016155072620936803,0.02044224739074707,0,10
