period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
60,1775089989.9754224,1775090019.9754224,41,14,13,40,16,15,25,41,22,19,1.3333333333333333,58908.23333333333,339.0,3.8073028723398843,4.559240341186523,9.360761165618896,9.465548610687256,0.9346014492753624,114940,0,0,256.1361081600189,84.4765995054534,115520,61.926971276601165,0,0,0,0.02017433392374139,0.09914708137512207,1,40
61,1775090019.9754224,1775090049.9754224,45,10,11,41,16,16,25,45,28,17,1.3666666666666667,50393.333333333336,375.5,1.057097406948314,0.6004996299743652,2.8295901298522947,3.140737590789795,0.9597645165389014,115969,0,0,181.03118681907654,89.02841292005597,60800,89.42902593051686,0,0,0,0.016844570636749268,0.18760466575622559,3,42
62,1775090049.9754224,1775090079.9754224,46,9,20,55,22,22,33,46,34,12,1.8333333333333333,84804.56666666667,540.4,1.550818940003713,0.8679928779602051,5.330692195892329,6.616098628044128,0.941044738563736,116626,0,0,312.59104561805725,81.05508814436017,149952,84.49181059996288,0,0,0,0.10297443611281258,3.7166059017181396,21,25
63,1775090079.9754224,1775090109.9754224,45,10,11,20,2,2,18,45,17,28,0.6666666666666666,38731.333333333336,287.5,11.009802731600674,11.067401647567749,12.769091010093689,13.215412402153015,0.9421487603305785,118303,0,0,286.4472086429596,82.6395631125479,67200,0.0,0,0,0,0.014778764624344675,0.07840204238891602,0,45
64,1775090109.9754224,1775090139.9754224,42,13,11,43,13,12,31,42,28,14,1.4333333333333333,44581.13333333333,464.0,1.4334067748143122,1.1745357513427734,3.2663546562194776,4.823499698638913,0.9948781772054952,118716,0,0,178.45847964286804,89.18433456709892,6848,85.66593225185687,0,0,0,0.013180482678297089,0.09654831886291504,0,42
65,1775090139.9754224,1775090169.9754224,46,9,11,38,13,13,25,46,28,18,1.2666666666666666,40792.0,350.2,0.7491556314321665,0.7313072681427002,1.4616442680358885,1.4824342918395996,0.9942976719853518,119895,0,0,169.63714337348938,89.7189610076673,6976,92.50844368567833,0,0,0,0.017580387068957818,0.09975790977478027,6,40
66,1775090169.9754224,1775090199.9754224,44,11,8,32,6,6,26,44,24,20,1.0666666666666667,26754.666666666668,394.23333333333335,2.9887699484825134,2.4343241453170776,7.280685043334959,8.242377014160155,0.9964109108310736,120766,0,0,136.31896471977234,91.73824456243804,2880,70.11230051517487,0,0,0,0.024868130683898926,0.2680213451385498,0,44
67,1775090199.9754224,1775090229.9754224,46,9,11,44,10,10,34,46,36,10,1.4666666666666666,31930.9,524.0666666666667,0.7915599562905051,0.8389813899993896,1.2195887565612793,1.242902660369873,0.9848930481283422,121261,0,0,128.4883735179901,92.21282584739454,14464,92.08440043709494,0,0,0,0.14891096820002017,4.279796361923218,3,43
68,1775090229.9754224,1775090259.9754224,43,10,9,34,7,7,27,43,24,19,1.1333333333333333,29928.8,400.9,4.053555779986912,3.659170389175415,5.944892692565918,6.088637886047363,0.9150089126559715,124966,0,0,160.34624099731445,89.91533075488589,76288,59.46444220013088,0,0,0,38.174468748031124,1182.9468636512756,5,38
69,1775090259.9754224,1775090289.9754224,21,14,14,42,12,12,30,21,8,13,1.4,52244.333333333336,559.5,4.319947779178619,3.711045503616333,8.151320934295654,8.503037357330323,0.8005064945674373,125042,0,0,261.98172998428345,75.04935904911586,312576,56.80052220821381,18,18,0,0.01146787405014038,0.09443354606628418,0,21
70,1775090289.9754224,1775090319.9754224,1,12,3,24,3,3,21,1,1,0,0.8,11091.133333333333,367.76666666666665,0.6548177401224772,0.5896191596984863,0.9128989458084106,0.9416349267959595,1.0,125042,0,0,40.58026337623596,89.5948042625036,0,93.45182259877524,39,39,0,121.1479839682579,484.5890374183655,0,1
