period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
25,1775096978.6312208,1775097008.6312208,74,1,2,22,0,0,22,74,19,55,0.7333333333333333,6163.433333333333,210.33333333333334,35.597230434417725,35.597230434417725,35.76339800357819,35.77816845417023,0.9968836565096952,147702,0,0,118.01215505599976,94.75501533084444,576,0.0,5,5,0,0.0006048804835269326,0.009370088577270508,30,44
26,1775097008.6312208,1775097038.6312208,36,13,31,66,7,7,59,36,21,15,2.2,88248.66666666667,603.5666666666667,25.516624324023724,25.763208150863647,42.625748860836026,43.34876271486282,0.9980169286577992,147702,0,0,1159.230831861496,21.140759737313196,5248,0.0,31,31,0,0.00603022745677403,0.0805661678314209,0,36
27,1775097038.6312208,1775097068.6312208,3,19,6,40,5,5,35,3,2,1,1.3333333333333333,26691.0,686.0333333333333,1.7859038511912029,1.3243627548217773,3.7078146934509277,4.135243892669678,1.0,147702,0,0,76.46863961219788,88.41384248300032,0,82.14096148808798,56,56,0,0.021901777812412808,0.06333518028259277,0,3
28,1775097068.6312208,1775097098.6312208,0,10,0,3,0,0,3,0,0,0,0.1,0.0,76.5,0.0,0.0,0.0,0.0,0.0,147702,0,0,0.0,100.0,0,0.0,67,67,0,0.0,0.0,0,0
29,1775097098.6312208,1775097128.6312208,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147702,0,0,0.0,100.0,0,0.0,75,75,0,0.0,0.0,0,0
30,1775097128.6312208,1775097158.6312208,75,2,0,0,0,0,0,75,75,0,0.0,0.0,54.86666666666667,0.0,0.0,0.0,0.0,0.0,156293,0,0,0.0,100.0,0,0.0,0,0,0,94.0330788008372,152.77753949165344,32,43
31,1775097158.6312208,1775097188.6312208,74,2,12,37,0,0,37,74,36,38,1.2333333333333334,47157.73333333333,457.26666666666665,22.23407890399297,22.577871680259705,24.78251360654831,24.839351842403413,0.9782795601610933,156241,0,0,424.0245864391327,81.40243041933628,30720,0.0,0,0,0,0.009734961721632216,0.1734323501586914,27,47
32,1775097188.6312208,1775097218.6312208,36,16,29,64,6,6,58,36,20,16,2.1333333333333333,102196.36666666667,573.8666666666667,15.730658021466486,16.094477891921997,18.641382217407227,18.771221981048583,0.958301142177027,156022,0,0,883.4197721481323,43.37052742640177,127808,0.0,23,23,0,0.0004915549204899714,0.010019302368164062,0,36
33,1775097218.6312208,1775097248.6312208,4,18,7,40,6,6,34,4,2,2,1.3333333333333333,27531.366666666665,772.1333333333333,0.6427246843065534,0.7211651802062988,0.9526392221450805,0.9731656312942505,1.0,155956,0,0,91.955730676651,86.06731353384076,0,93.57275315693447,51,51,0,0.0006589293479919434,0.0042073726654052734,0,4
34,1775097248.6312208,1775097278.6312208,0,7,0,4,0,0,4,0,0,0,0.13333333333333333,0.0,56.5,0.0,0.0,0.0,0.0,0.0,155956,0,0,0.0,100.0,0,0.0,66,66,0,0.0,0.0,0,0
35,1775097278.6312208,1775097308.6312208,65,3,0,0,0,0,0,65,65,0,0.0,0.0,43.43333333333333,0.0,0.0,0.0,0.0,0.0,160513,0,0,0.0,100.0,0,0.0,4,0,0,60.25907271919829,90.50608491897583,27,38
36,1775097308.6312208,1775097338.6312208,70,2,2,26,0,0,26,70,31,39,0.8666666666666667,8831.9,223.23333333333332,18.44983446598053,18.44983446598053,19.110949742794038,19.16971554517746,0.10461464121768543,161435,0,0,66.3867461681366,96.92653952925293,237184,0.0,0,0,0,8.220462606799218,94.08194613456726,23,47
37,1775097338.6312208,1775097368.6312208,23,21,40,80,18,18,62,23,15,8,2.6666666666666665,127391.2,652.1333333333333,10.23959162177109,9.684398651123047,18.599780559539795,19.385748863220215,0.9999497453765747,161435,0,0,909.8578152656555,31.07137763138973,192,0.0,28,28,0,0.0004900730017459754,0.010668516159057617,0,23
38,1775097368.6312208,1775097398.6312208,0,21,7,29,6,6,23,0,0,0,0.9666666666666667,20711.6,496.0,0.6627021517072406,0.5255551338195801,1.4392026662826531,1.6912104368209833,1.0,161435,0,0,82.49893951416016,86.9049302358476,0,93.3729784829276,51,51,0,0.0003523429234822591,0.0016088485717773438,0,0
39,1775097398.6312208,1775097428.6312208,63,9,14,17,17,17,0,63,63,0,0.5666666666666667,48771.0,289.5,1.7698817814097685,1.4695584774017334,4.050051498413086,4.083907852172851,0.9247735328869634,164766,0,0,257.03224325180054,88.10035910871294,110016,82.3011821859023,0,0,0,29.794018247723578,60.45802116394043,17,46
40,1775097428.6312208,1775097458.6312208,72,4,4,35,1,1,34,72,43,29,1.1666666666666667,7851.933333333333,278.3666666666667,9.778064012527466,10.54075288772583,12.014400100708007,12.055383224487304,0.9217178581136178,162452,4,0,123.11585187911987,94.60018193512633,18432,2.219359874725342,0,0,0,0.027639557014812122,0.4654049873352051,26,46
41,1775097458.6312208,1775097488.6312208,65,15,19,56,4,4,52,65,45,20,1.8666666666666667,54190.2,444.46666666666664,18.66250709483498,18.949333906173706,21.69224410057068,21.698693761825563,0.9942897648958374,164713,4,0,648.7781870365143,72.96757554014523,9280,0.0,0,0,0,0.022125584738595144,0.2634146213531494,21,44
42,1775097488.6312208,1775097518.6312208,22,26,23,63,9,9,54,22,11,11,2.1,82000.33333333333,476.43333333333334,9.497762157366825,9.720315337181091,15.60318273305893,16.11235809326172,0.9788684744704107,163506,0,0,610.9841001033783,57.57054860393207,51968,5.022378426331748,32,32,0,0.0017507433891296386,0.012568950653076172,0,22
43,1775097518.6312208,1775097548.6312208,0,15,4,26,4,4,22,0,0,0,0.8666666666666667,11542.3,369.8666666666667,0.6468304991722107,0.7069430351257324,0.8137294888496399,0.8150083947181702,1.0,162726,0,0,59.82459259033203,86.70564609103732,0,93.5316950082779,65,65,0,0.00012552738189697266,0.0001506805419921875,0,0
44,1775097548.6312208,1775097578.6312208,74,5,0,0,0,0,0,74,74,0,0.0,0.0,42.93333333333333,0.0,0.0,0.0,0.0,0.0,169189,0,0,0.0,100.0,0,0.0,0,0,0,38.205254834493005,60.405109882354736,34,40
45,1775097578.6312208,1775097608.6312208,80,3,8,33,0,0,33,80,39,41,1.1,23527.733333333334,347.4,14.8639115691185,14.78031587600708,16.32759506702423,16.552708497047423,0.9276190476190476,175230,4,0,227.68184876441956,90.85615065203135,51072,0.0,0,0,0,1.5695647031832964,60.604912757873535,36,44
46,1775097608.6312208,1775097638.6312208,80,4,12,37,0,0,37,80,37,43,1.2333333333333334,35870.566666666666,295.1333333333333,40.02769386768341,40.041391253471375,42.5450918674469,43.41146817207336,0.9946457255041942,177852,2,0,594.5996191501617,76.40477701785072,5760,0.0,0,0,0,0.06083220404547614,1.556945562362671,37,43
47,1775097638.6312208,1775097668.6312208,32,17,28,67,6,6,61,32,13,19,2.2333333333333334,94479.1,605.5333333333333,20.345563739538193,21.763073205947876,30.625759756565092,33.26964990615845,0.9942175641488977,177852,0,0,985.7254095077515,32.94384969335024,16384,0.0,34,34,0,0.00011890812924033718,0.0003533363342285156,0,32
48,1775097668.6312208,1775097698.6312208,2,14,3,33,3,3,30,2,0,2,1.1,12594.433333333332,594.0,0.8469580809275309,0.5499897003173828,1.599263000488281,1.69253173828125,1.0,176641,0,0,34.893677711486816,92.73048381010692,0,91.5304191907247,65,65,0,0.0007456143697102865,0.0019693374633789062,0,2
49,1775097698.6312208,1775097728.6312208,0,4,0,2,0,0,2,0,0,0,0.06666666666666667,0.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0,173846,0,0,0.0,100.0,0,0.0,76,76,0,0.0,0.0,0,0
50,1775097728.6312208,1775097758.6312208,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171616,0,0,0.0,100.0,0,0.0,79,79,0,0.0,0.0,0,0
51,1775097758.6312208,1775097788.6312208,78,2,11,11,11,11,0,78,78,0,0.36666666666666664,27415.0,157.93333333333334,1.9283021363345059,1.7676079273223877,3.527281403541565,4.130038380622865,0.9506461155223416,175588,0,0,191.94277238845825,92.00238448381424,40576,80.71697863665494,0,0,0,91.11327993467953,645.4489686489105,40,38
52,1775097788.6312208,1775097818.6312208,82,4,12,40,0,0,40,82,44,38,1.3333333333333333,36859.566666666666,326.3,12.332684099674225,11.657288193702698,15.351600956916808,16.168654885292053,0.9861046780917091,182664,6,0,346.2290859222412,86.58026798751003,15360,0.0,0,0,0,2.773987986824729,120.79440116882324,41,41
53,1775097818.6312208,1775097848.6312208,82,5,7,33,0,0,33,82,33,49,1.1,24383.466666666667,301.3666666666667,33.1747453553336,33.28868341445923,34.9934072971344,35.41593094825745,1.0,184343,2,0,337.2746503353119,87.07759960401104,0,0.0,0,0,0,0.020157199917417584,0.12476873397827148,39,43
54,1775097848.6312208,1775097878.6312208,55,13,14,46,0,0,46,55,19,36,1.5333333333333334,38291.46666666667,349.76666666666665,37.594495568956646,37.992907881736755,40.16145964860916,42.19899420022964,0.985510477039679,183255,0,0,749.2945909500122,63.269872992646455,16640,0.0,18,18,0,0.0007162219599673623,0.011228561401367188,8,47
55,1775097878.6312208,1775097908.6312208,3,21,18,65,11,11,54,3,2,1,2.1666666666666665,58093.1,707.7666666666667,2.224221626917521,1.3670333623886108,5.267144274711607,5.847943129539488,1.0,183255,0,0,209.40443921089172,70.91605010959837,0,77.7577837308248,63,63,0,0.00014008008516751803,0.0003159046173095703,0,3
56,1775097908.6312208,1775097938.6312208,0,12,0,3,0,0,3,0,0,0,0.1,0.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,177530,0,0,0.0,100.0,0,0.0,75,75,0,0.0,0.0,0,0
57,1775097938.6312208,1775097968.6312208,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176758,0,0,0.0,100.0,0,0.0,85,85,0,0.0,0.0,0,0
58,1775097968.6312208,1775097998.6312208,84,3,3,3,3,3,0,84,84,0,0.1,8023.6,170.8,2.2733089129130044,2.259941339492798,2.7345966339111327,2.776788215637207,0.9949468085106383,180550,0,0,50.752291202545166,98.05546777001743,1216,77.26691087086996,0,0,0,82.65443626491503,120.57620048522949,38,46
