period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
70,1775085153.8770206,1775085183.8770206,38,17,10,35,9,9,26,38,27,11,1.1666666666666667,40929.9,363.56666666666666,3.3406579295794168,3.6058825254440308,6.6473133802413935,7.1266224431991585,0.9523983315954119,122184,0,0,177.5587568283081,89.23886322252679,58432,66.59342070420584,0,0,0,0.017406993442111544,0.10096359252929688,3,35
71,1775085183.8770206,1775085213.8770206,42,13,20,48,21,21,27,42,31,11,1.6,74827.16666666667,440.5,2.3200193544228873,1.0711115598678589,6.729069364070891,6.9791473031044005,0.9481745579007416,123521,0,0,371.58956146240234,77.47942051743017,116288,76.79980645577112,0,0,0,0.024697083693284255,0.27770352363586426,11,31
72,1775085213.8770206,1775085243.8770206,47,8,8,22,3,3,19,47,24,23,0.7333333333333333,28955.866666666665,334.96666666666664,3.9405974745750427,2.767395853996277,8.510369014739988,9.52175745010376,0.8442659198113207,123993,0,0,168.76771211624146,89.77165381113687,135232,60.59402525424957,0,0,0,0.018277477335046838,0.08640742301940918,5,42
73,1775085243.8770206,1775085273.8770206,42,6,9,35,8,8,27,42,22,20,1.1666666666666667,30633.766666666666,460.76666666666665,2.7797032833099364,1.6249732971191406,6.351481711864471,6.556432778835297,0.9565338534410699,125919,0,0,151.4666028022766,89.48148591650857,39936,72.20296716690063,7,7,0,0.015588514010111491,0.0909883975982666,1,41
74,1775085273.8770206,1775085303.8770206,9,12,10,45,9,9,36,9,3,6,1.5,34853.433333333334,791.4333333333333,0.737195086479187,0.5982309579849243,1.3727243781089773,1.661745231151581,1.0,125918,0,0,129.39843559265137,79.46056577894423,0,92.62804913520813,33,33,0,0.0006862481435139974,0.006870269775390625,0,9
75,1775085303.8770206,1775085333.8770206,1,8,1,10,1,1,9,1,1,0,0.3333333333333333,2365.9666666666667,244.6,0.49243593215942383,0.49243593215942383,0.49243593215942383,0.49243593215942383,1.0,122590,0,0,18.538991928100586,93.13370669329608,0,95.07564067840576,44,44,0,269.259828209877,538.5195589065552,0,1
76,1775085333.8770206,1775085363.8770206,52,1,2,2,2,2,0,52,51,1,0.06666666666666667,5190.6,140.36666666666667,2.5088653564453125,2.5088653564453125,4.434774041175842,4.605965924263001,0.983141447368421,123613,0,0,54.270286083221436,96.58677446017475,2624,74.91134643554688,0,0,0,47.80619904230226,90.52586531639099,12,40
77,1775085363.8770206,1775085393.8770206,47,6,14,43,10,10,33,47,28,19,1.4333333333333333,49835.23333333333,382.8333333333333,8.737014855657305,8.338566780090332,13.389189624786377,13.57339017868042,0.998544146613,123930,0,0,249.32068753242493,84.3194536143129,2176,12.629851443426949,0,0,0,0.00940390009629099,0.18474340438842773,6,41
78,1775085393.8770206,1775085423.8770206,47,6,11,42,9,9,33,47,33,14,1.4,41961.3,501.93333333333334,3.489886462688446,3.192293405532837,5.384332072734833,5.437239339351654,0.9571784570004577,124306,0,0,231.09514999389648,85.46571383686185,53888,65.10113537311554,0,0,0,0.055136010760352724,1.2224321365356445,7,40
79,1775085423.8770206,1775085453.8770206,43,9,11,41,7,7,34,43,30,13,1.3666666666666667,37193.86666666667,575.8333333333334,3.127783219019572,3.1324098110198975,4.397935128211975,4.5090603303909305,0.9586895404211372,124611,0,0,213.88960313796997,86.28912800397627,46080,68.72216780980429,0,0,0,0.010590907689687368,0.0972754955291748,2,41
80,1775085453.8770206,1775085483.8770206,33,8,8,31,6,6,25,33,15,18,1.0333333333333334,24570.433333333334,468.6666666666667,2.604805111885071,1.139911413192749,6.621653258800507,6.636148583889008,0.8166579815876325,122979,0,0,126.25085544586182,89.73570280927953,135104,73.95194888114929,10,10,0,0.009383212952386765,0.07212209701538086,0,33
81,1775085483.8770206,1775085513.8770206,45,6,5,30,8,8,22,45,34,11,1.0,32693.7,431.46666666666664,2.2695766985416412,0.7817665338516235,6.507078671455381,7.7280367898941025,0.9968670452320345,120399,0,0,104.68053460121155,93.15813499338486,3072,77.30423301458359,0,0,0,7.204836868104481,30.2467942237854,9,36
82,1775085513.8770206,1775085543.8770206,41,10,15,53,25,25,28,41,24,17,1.7666666666666666,113517.16666666667,596.6333333333333,1.5282068327069283,1.2243942022323608,3.1609873890876767,3.562445948123932,0.9611993608421844,118325,0,0,308.375962972641,79.84470830244177,132096,84.71793167293072,0,0,0,0.014598608016967773,0.09694695472717285,1,40
83,1775085543.8770206,1775085573.8770206,42,9,12,42,18,18,24,42,25,17,1.4,74463.13333333333,488.43333333333334,1.321217205789354,1.1830482482910156,2.383933973312377,2.7355518245697015,0.9932083906464925,116090,0,0,191.6232762336731,87.47560286054424,15168,86.78782794210646,0,0,0,0.009611750757971476,0.0850229263305664,0,42
